A Classic Education - NightOwl,2.91,0.01749881489507589
ANiMAL - Clinic A,0.22,0.012602441272909437
ANiMAL - Easy Tiger,0.17,0.014587332307699432
ANiMAL - Rockshow,0.25,0.018105400527588363
Actions - Devil's Words,1.05,0.015243307030275419
Actions - One Minute Smile,0.41,0.018340535077832905
Actions - South Of The Water,0.22,0.016968049406650525
Aimee Norwich - Child,2.35,0.01585041995825457
Alexander Ross - Goodbye Bolero,1.47,0.0071630371689078275
Alexander Ross - Velvet Curtain,0.54,0.005831037169622492
Angela Thomas Wade - Milk Cow Blues,1.36,0.014211994837705034
Atlantis Bound - It Was My Fault For Waiting,2.59,0.011184156133862935
Auctioneer - Our Future Faces,1.64,0.014431232721789394
AvaLuna - Waterduct,0.54,0.011569379813032526
BigTroubles - Phantom,3.88,0.020417069966814156
Bill Chudziak - Children Of No-one,2.06,0.012990778707337983
Black Bloc - If You Want Success,0.28,0.007523847696849561
Celestial Shore - Die For Us,2.88,0.010765267293124395
Chris Durban - Celebrate,2.35,0.009940828402366864
Clara Berry And Wooldog - Air Traffic,3.19,0.01729648263017401
Clara Berry And Wooldog - Stella,1.73,0.015326298990723245
Clara Berry And Wooldog - Waltz For My Victims,2.04,0.017100806995225346
Cnoc An Tursa - Bannockburn,0.3,0.010179813360854993
Creepoid - OldTree,1.66,0.009926947272378025
Dark Ride - Burning Bridges,0.56,0.01288392991220035
Dreamers Of The Ghetto - Heavy Love,3.78,0.010169963692537783
Drumtracks - Ghost Bitch,3.79,0.008401155358889356
Faces On Film - Waiting For Ga,0.45,0.011644502065512865
Fergessen - Back From The Start,0.33,0.01777824840042797
Fergessen - Nos Palpitants,0.29,0.015120152065529345
Fergessen - The Wind,0.54,0.015625
Flags - 54,0.3,0.009513428063491022
Giselle - Moss,3.84,0.014859695496422779
Grants - PunchDrunk,2.69,0.014662621718878199
Helado Negro - Mitad Del Mundo,2.29,0.016497082148735596
Hezekiah Jones - Borrowed Heart,3.71,0.012418326972578025
Hollow Ground - Left Blind,0.31,0.018833552536144976
Hop Along - Sister Cities,0.63,0.010584934014577446
Invisible Familiars - Disturbing Wildlife,0.46,0.01371778523816999
James May - All Souls Moon,0.87,0.013571918705130215
James May - Dont Let Go,2.2,0.012389380530973451
James May - If You Say,2.21,0.01160541586073501
James May - On The Line,1.96,0.01170629774928508
Jay Menon - Through My Eyes,4.11,0.011840992387933465
Johnny Lokke - Promises & Lies,2.36,0.01048951048951049
Johnny Lokke - Whisper To A Scream,2.19,0.011740861873330389
"Jokers, Jacks & Kings - Sea Of Leaves",0.29,0.015653388775277916
Leaf - Come Around,2.09,0.011338709978767559
Leaf - Summerghost,0.25,0.01293103448275862
Leaf - Wicked,1.02,0.015721504772599662
Lushlife - Toynbee Suite,0.32,0.0047728292032788
Matthew Entwistle - Dont You Ever,3.34,0.026311968863175772
Meaxic - Take A Step,0.96,0.010611419057932172
Meaxic - You Listen,1.79,0.0072689647730473156
Music Delta - 80s Rock,0.95,0.08125737028301887
Music Delta - Beatles,0.7,0.08247759452194166
Music Delta - Britpop,1.39,0.08154641087926509
Music Delta - Country1,1.02,0.08634868421052633
Music Delta - Country2,1.63,0.1718717522344627
Music Delta - Disco,1.4,0.02404232321169093
Music Delta - Gospel,1.57,0.03961060055119513
Music Delta - Grunge,0.98,0.07167748059344403
Music Delta - Hendrix,3.28,0.15117961234942032
Music Delta - Punk,1.07,0.104302333281826
Music Delta - Reggae,1.58,0.17179497834058777
Music Delta - Rock,0.64,0.22916233631261693
Music Delta - Rockabilly,1.09,0.11561067428199916
Night Panther - Fire,1.84,0.014084764947310417
North To Alaska - All The Same,0.31,0.012089810017271158
Patrick Talbot - A Reason To Leave,0.69,0.011549765521426954
Patrick Talbot - Set Me Free,1.39,0.010345465026698024
Phre The Eon - Everybody's Falling Apart,2.18,0.013367814143127155
Port St Willow - Stay Even,0.27,0.009463281038989576
Remember December - C U Next Time,2.44,0.012360253460870968
Secret Mountains - High Horse,4.05,0.0084388088764788
Skelpolu - Human Mistakes,3.85,0.009239704329461456
Skelpolu - Together Alone,3.45,0.00920245334763064
Snowmine - Curfews,4.04,0.010901371183201704
Spike Mullings - Mike's Sulking,2.24,0.011678832632264987
St Vitus - Word Gets Around,1.77,0.012135440319729868
Steven Clark - Bounty,0.37,0.010364073530555726
Strand Of Oaks - Spacestation,2.21,0.012302051346140113
Sweet Lights - You Let Me Down,0.28,0.007653415401703073
Swinging Steaks - Lost My Way,1.91,0.009672821739765563
The Districts - Vermont,3.75,0.013149071410191693
The Long Wait - Back Home To Blue,2.16,0.011509775435842485
The Scarlet Brand - Les Fleurs Du Mal,2.23,0.009880207524685396
The So So Glos - Emergency,1.36,0.017964071856287425
The Wrong'Uns - Rothko,2.79,0.014826582774133207
Tim Taler - Stalker,0.74,0.012614678680392098
Titanium - Haunted Age,1.67,0.012082703778498011
Traffic Experiment - Once More (With Feeling),3.41,0.006892391175238655
Traffic Experiment - Sirens,1.91,0.0071181227998315545
Triviul - Angelsaint,2.2,0.01266361233992926
Triviul - Dorothy,2.49,0.015995063413232886
Voelund - Comfort Lives In Belief,1.64,0.0142792384406165
Wall Of Death - Femme,3.03,0.0125462078351874
Young Griffo - Blood To Bone,0.91,0.011783941827408807
Young Griffo - Facade,2.81,0.017851451634709914
Young Griffo - Pennies,1.46,0.010791581685339991
